N,P,K,temperature,humidity,ph,rainfall,label
91.2,56.43,94.07,28.7068,89.5391,5.8787,198.8366,turmeric
85.03,52.97,99.24,28.5541,86.5907,6.1975,176.3067,turmeric
82.43,61.02,90.44,30.9826,97.8911,6.2623,166.3303,turmeric
90.47,51.51,96.81,29.4205,96.9113,6.2134,178.02,turmeric
81.21,63.19,104.47,30.3367,87.1876,6.0928,157.9664,turmeric
79.39,58.36,98.82,33.9971,80.2949,5.7231,191.8511,turmeric
79.63,50.47,79.03,25.0296,86.5442,5.8374,155.5165,turmeric
70.85,62.1,98.44,26.9451,93.2376,5.7086,160.7071,turmeric
88.53,61.95,84.77,27.1444,83.5674,5.912,148.641,turmeric
74.72,43.53,86.6,27.2929,96.0232,5.9149,169.4914,turmeric
81.68,59.64,97.94,31.8463,90.9058,5.7716,179.6133,turmeric
80.16,60.07,86.24,23.6657,82.1457,6.1368,197.7589,turmeric
84.86,60.65,85.12,29.9633,84.6995,5.8766,166.967,turmeric
79.9,47.27,93.97,25.9346,85.4059,5.9093,163.9605,turmeric
77.85,62.48,89.09,29.0511,83.9699,5.6078,119.966,turmeric
83.32,63.59,80.96,29.5188,82.2727,6.0173,172.0164,turmeric
82.63,53.43,98.44,30.8126,85.1247,5.9764,168.4968,turmeric
71.51,50.21,101.88,28.4689,86.0965,5.8501,168.2844,turmeric
79.12,53.14,101.24,28.6538,94.4955,6.0953,195.1045,turmeric
90.16,60.9,86.81,24.901,90.1934,6.0297,177.8303,turmeric
99.66,51.34,97.29,33.5603,90.4909,6.1469,160.5102,turmeric
66.34,50.52,90.05,29.6129,89.748,6.1582,151.6964,turmeric
86.62,74.7,83.86,29.8776,84.0194,6.1788,147.1682,turmeric
80.85,59.96,88.02,31.1461,93.7355,6.4172,159.9797,turmeric
75.26,57.82,71.45,28.8651,85.8282,6.0321,174.7322,turmeric
76.58,55.31,85.54,29.8477,86.3208,5.7635,130.0255,turmeric
72.48,57.04,82.27,30.4307,89.8956,5.8925,165.5692,turmeric
69.1,72.61,95.62,26.0505,99.0,5.8992,182.4329,turmeric
83.08,65.71,96.33,30.0613,85.1731,5.77,149.3644,turmeric
94.27,76.71,80.48,33.1503,79.8526,5.3717,164.793,turmeric
82.82,62.74,100.62,32.4937,89.4467,6.0578,150.1516,turmeric
81.37,53.31,89.14,32.0641,91.4193,6.0084,119.2529,turmeric
75.01,61.9,85.44,32.8211,85.8282,6.4785,153.5935,turmeric
72.56,63.84,79.68,26.4808,85.0313,6.4626,148.8563,turmeric
80.17,64.3,87.59,27.9503,81.6433,6.17,181.9519,turmeric
71.77,56.9,92.89,27.1771,89.6852,6.1407,176.6497,turmeric
88.98,72.63,101.97,35.9902,97.7217,5.7926,149.2476,turmeric
75.38,51.11,93.16,29.4878,96.5623,6.0472,191.2677,turmeric
73.25,62.38,91.48,26.1715,89.5041,5.9709,181.0537,turmeric
98.01,57.95,98.64,26.7967,85.919,6.0364,163.384,turmeric
90.39,54.56,95.12,29.2142,89.9099,5.8078,173.941,turmeric
70.44,61.73,81.96,26.2741,86.3756,6.1048,150.9833,turmeric
72.94,68.8,90.51,32.7374,84.7969,5.6577,123.6849,turmeric
78.44,62.83,89.4,30.581,88.8143,6.7589,169.6358,turmeric
78.71,61.91,92.8,29.6262,94.3896,6.3618,143.4461,turmeric
78.19,62.49,103.59,29.8351,91.1619,5.6067,176.7631,ginger
83.29,56.1,106.16,25.289,93.8199,5.1473,173.1979,ginger
64.45,60.02,89.8,30.3444,92.5478,5.5616,134.6381,ginger
81.65,52.34,81.31,26.1438,86.932,5.2635,194.5061,ginger
86.61,67.26,88.34,25.979,98.7462,5.5222,128.8986,ginger
63.37,67.05,100.53,26.178,88.7418,5.0451,140.0659,ginger
85.64,71.49,88.07,23.0974,96.0437,5.1882,166.651,ginger
95.19,54.58,102.66,26.155,95.6449,6.2345,173.3273,ginger
77.96,61.89,88.06,29.622,84.5054,5.3508,162.919,ginger
85.92,74.3,89.54,27.9547,91.1014,5.8897,158.2441,ginger
71.96,55.27,92.62,27.4551,94.8991,5.4559,166.5201,ginger
87.36,52.93,101.56,27.7014,90.5524,5.079,177.4895,ginger
84.08,62.1,81.33,29.5229,91.3602,5.122,147.3626,ginger
81.74,68.16,96.24,25.244,93.0852,5.2225,147.9427,ginger
81.29,55.33,96.1,28.8078,90.1202,6.251,152.4201,ginger
83.16,73.53,86.07,27.133,93.786,5.4191,191.7615,ginger
79.49,53.59,96.85,25.4323,92.2129,5.5634,174.7128,ginger
72.22,64.61,92.56,27.9273,91.015,5.7386,178.3028,ginger
78.82,55.26,84.95,27.1676,87.1474,5.6766,196.6386,ginger
79.62,56.74,93.41,25.3865,94.0279,5.8027,182.1733,ginger
70.61,65.76,85.66,24.8609,79.9548,5.3161,170.8159,ginger
79.12,58.54,88.88,26.1302,93.3115,5.0857,196.0496,ginger
79.51,49.37,101.04,25.978,92.0743,5.1694,150.51,ginger
75.84,54.41,91.5,29.4419,87.9348,4.9638,163.2243,ginger
82.82,65.05,100.88,26.5715,85.0526,5.3179,188.8126,ginger
84.72,62.78,92.74,26.2538,94.0913,4.1959,128.5087,ginger
74.69,65.08,86.3,29.2576,90.7645,5.7536,153.6582,ginger
81.19,55.78,97.84,29.6993,92.6932,5.7002,182.2125,ginger
87.27,52.58,98.48,25.3371,82.8128,5.1586,169.9187,ginger
71.92,54.27,84.16,24.5125,94.3829,5.0181,177.2487,ginger
66.69,54.75,103.09,28.0305,96.6983,6.0348,133.5045,ginger
72.47,59.67,106.17,26.5852,91.2367,5.8383,152.8625,ginger
84.22,51.71,99.01,25.9096,87.5155,5.4099,179.6854,ginger
76.35,67.46,94.62,29.0766,94.1707,5.2637,151.7646,ginger
70.09,63.61,110.09,26.4788,90.579,5.5133,182.8473,ginger
90.16,53.95,98.31,30.8364,96.3167,4.9957,173.1742,ginger
70.56,58.61,95.58,27.0954,92.1037,5.6025,146.9035,ginger
78.64,53.79,107.6,27.3283,81.2886,5.0793,174.219,ginger
85.89,58.95,106.82,31.4795,80.2545,4.6632,181.4811,ginger
85.36,54.16,82.49,27.6193,88.4478,5.2152,174.507,ginger
83.34,75.0,89.97,25.5875,94.2645,5.1447,177.6667,ginger
74.66,48.86,98.69,24.9591,89.5384,6.1324,136.8829,ginger
84.46,51.11,103.82,26.0761,94.4607,6.0861,208.5908,ginger
80.12,58.34,84.68,27.472,88.6896,5.1093,218.7747,ginger
83.25,60.66,101.26,28.822,99.0,5.465,193.7169,ginger
90.97,60.7,90.76,23.9918,91.0601,5.2703,170.0799,ginger
70.45,66.42,99.74,27.0063,93.346,6.1432,160.7113,ginger
83.08,63.1,89.46,29.5575,87.2072,4.8629,161.0913,ginger
81.14,53.55,75.34,27.5244,89.909,5.6628,182.1105,ginger
87.55,67.43,79.83,29.7117,94.4694,5.9473,187.2422,ginger
94.23,64.4,84.99,23.9841,91.769,5.309,156.3069,ginger
93.98,69.71,89.27,26.5468,78.0919,5.5083,167.6127,ginger
86.68,60.36,93.94,27.2409,94.4955,5.8686,190.6249,ginger
75.21,67.63,89.86,28.1063,95.0457,5.1126,166.1542,ginger
76.62,40.94,93.62,25.2972,95.6542,5.7228,170.0147,ginger
85.77,56.6,90.03,27.8319,97.497,4.9581,192.7787,ginger
69.71,53.61,93.96,27.9879,92.9038,4.9416,189.8797,ginger
78.13,64.91,101.45,26.853,99.0,5.7977,182.4881,ginger
74.09,54.82,93.88,27.9399,93.168,5.1616,148.7564,ginger
70.59,66.83,98.33,27.6326,80.4875,5.5628,148.9785,ginger
81.98,65.51,99.71,25.6832,93.1184,5.0877,154.7568,ginger
86.32,55.75,92.74,26.6838,97.6042,5.5982,158.6055,ginger
84.8,61.67,79.67,24.502,85.1112,4.9193,171.8875,ginger
80.95,58.5,96.02,24.0082,90.6475,5.9535,166.3238,ginger
77.18,60.81,88.61,27.5087,98.0642,5.7847,165.0917,ginger
75.8,65.25,100.9,23.212,89.1768,5.2896,163.3574,ginger
86.97,57.72,104.93,26.5163,90.8121,4.8479,152.2069,ginger
75.91,48.41,91.94,27.8268,95.904,5.4284,159.6979,ginger
75.68,64.17,95.31,27.0329,85.5897,5.3746,211.8042,ginger
83.29,67.51,99.34,31.3709,91.9412,5.3095,180.5859,ginger
72.15,48.1,87.5,27.8535,87.1413,5.8677,168.3608,ginger
80.68,59.74,94.07,26.4628,90.6592,5.9247,140.9922,ginger
75.77,53.48,81.62,28.2161,93.184,5.6496,150.172,ginger
74.63,67.89,102.35,24.3757,97.3016,6.0217,167.239,ginger
78.0,68.28,107.49,29.0004,93.5623,4.5189,192.4726,ginger
86.04,54.33,94.8,25.99,89.1742,5.3936,172.1229,ginger
81.41,50.79,87.99,29.2131,97.9861,5.3769,171.8799,ginger
82.34,61.71,96.09,27.8007,95.0768,5.7947,187.9801,ginger
86.07,52.24,83.8,28.2513,82.2917,5.3885,150.517,ginger
84.99,66.0,90.51,25.8923,96.1898,5.6944,193.3112,ginger
78.57,59.08,90.65,24.7105,92.3246,5.3314,161.0985,ginger
84.45,71.24,89.83,24.675,91.8356,5.2641,188.846,ginger
78.65,71.55,95.75,23.5686,97.9521,5.7804,198.0623,ginger
83.51,70.86,97.47,26.2331,90.9784,5.4994,151.6693,ginger
88.33,62.82,94.11,25.8252,96.4707,5.6075,168.0007,ginger
84.17,53.38,101.21,29.0236,98.3869,5.0659,182.204,ginger
70.03,49.62,97.12,24.9328,92.3111,5.7372,162.8397,ginger
76.03,64.16,90.05,31.3879,94.2368,5.123,163.3414,ginger
85.18,64.69,93.14,24.9969,95.47,6.0996,160.8289,ginger
62.76,61.83,93.35,25.185,94.3124,5.4102,134.5093,ginger
82.59,50.7,90.93,24.04,96.4467,5.3551,187.0347,ginger
82.14,54.42,98.08,27.0194,86.778,5.8123,149.8258,ginger
101.82,60.58,76.95,26.3562,88.7929,5.4819,126.7933,ginger
83.46,55.71,94.26,26.7842,85.7021,5.7511,186.844,ginger
79.13,54.57,96.47,27.8137,99.0,5.3954,176.7266,ginger
89.31,53.23,98.79,28.9653,83.6213,5.7497,144.2746,ginger
77.24,59.05,102.87,24.6603,98.6036,5.4732,187.5518,ginger
80.34,58.55,92.87,27.0392,94.3613,5.8034,179.9786,ginger
80.71,54.21,100.65,28.7107,87.619,5.9028,168.0058,ginger
84.8,60.07,98.88,24.8117,85.6432,4.9454,161.6934,ginger
72.61,61.75,96.11,32.5287,91.81,5.6252,165.7975,ginger
86.67,62.47,82.87,31.6825,90.8778,6.1404,171.717,ginger
75.79,53.3,102.72,26.8497,93.9775,5.7162,153.8043,ginger
96.48,57.85,94.77,24.7867,81.0027,6.3535,188.1249,ginger
67.9,60.11,91.98,25.0441,91.0572,5.1751,178.0015,ginger
73.94,60.88,84.74,27.4675,87.6172,5.5903,165.5696,ginger
63.77,50.66,74.45,28.2794,98.3826,5.6707,199.3757,ginger
103.72,57.61,109.22,23.3156,94.0465,5.3156,162.5718,ginger
70.18,64.15,96.45,25.108,89.4625,5.0675,195.8871,ginger
86.08,55.84,85.14,27.2836,99.0,6.2594,173.2682,ginger
85.82,62.49,83.91,24.1912,89.8215,5.8928,181.6367,ginger
72.75,60.1,91.77,26.4059,91.4797,5.6953,161.3919,ginger
86.18,56.78,100.46,27.8624,93.3529,5.5168,134.3458,ginger
71.45,68.83,99.05,26.676,96.5462,5.5491,176.6274,ginger
73.49,57.88,99.46,25.5315,92.0594,5.7198,146.6174,ginger
67.5,58.53,86.9,27.174,99.0,6.0048,156.9714,ginger
85.36,56.61,92.57,28.0138,89.991,5.2526,169.3647,ginger
64.33,70.36,95.02,25.1583,87.0954,5.537,156.4483,ginger
83.15,69.74,93.55,27.6887,99.0,5.3705,167.4292,ginger
79.01,68.03,98.37,27.6491,90.4329,5.1301,171.5921,ginger
93.94,66.09,106.59,28.0384,94.9663,5.2852,141.4643,ginger
80.26,53.81,95.68,27.5258,95.8415,5.5757,172.9353,ginger
86.78,56.85,89.32,27.2601,99.0,5.3952,156.8184,ginger
84.09,54.61,82.38,26.6881,90.5145,5.5095,148.7751,ginger
79.17,67.21,95.41,26.4018,94.6384,5.7536,131.9752,ginger
88.92,76.35,88.72,28.446,88.0851,5.9043,140.0212,ginger
83.04,64.75,97.43,26.8091,89.5939,6.4288,168.4313,ginger
87.19,71.73,96.92,28.0702,88.2111,5.7699,168.7643,ginger
72.58,63.2,106.51,28.0388,96.2347,5.2841,177.3311,ginger
84.23,62.22,95.71,25.1205,96.5991,5.886,198.8834,ginger
86.41,55.94,97.64,26.3627,93.8443,5.3887,192.41,ginger
71.29,64.29,88.76,26.8943,88.1213,5.2553,185.9238,ginger
79.41,66.39,82.54,27.1802,88.7453,5.718,189.3558,ginger
66.09,67.38,102.6,27.8585,88.4907,5.9948,171.2549,ginger
67.3,60.72,103.65,27.3574,93.7846,5.2881,170.9292,ginger
79.52,61.39,91.35,27.0839,84.0949,5.6104,195.6707,ginger
94.4,59.57,78.53,26.1295,90.0166,5.6597,171.8955,ginger
95.02,56.05,104.89,29.1139,85.3045,5.168,172.2797,ginger
77.56,66.17,103.51,27.695,94.5319,4.999,188.9826,ginger
72.39,46.73,93.07,26.7758,87.0445,5.009,163.0226,ginger
87.42,48.29,102.55,26.2207,99.0,5.9476,165.5785,ginger
63.97,56.17,93.67,27.5597,97.2268,5.3377,143.496,ginger
76.77,51.08,95.74,27.0592,91.5546,5.2794,159.6739,ginger
74.01,67.6,80.99,23.9523,94.0673,5.6115,162.0653,ginger
79.31,56.9,103.78,25.0189,94.342,5.9553,163.081,ginger
91.0,66.14,79.98,29.6092,87.1988,5.0924,182.5886,ginger
59.29,69.13,107.77,27.7409,98.1908,4.8391,149.8428,ginger
82.48,60.43,108.58,25.7206,91.5215,6.0165,194.8043,ginger
82.75,62.29,73.56,26.2542,88.1604,5.6798,130.917,ginger
79.51,68.59,106.46,25.2761,94.7079,5.1246,178.7675,ginger
82.33,66.99,92.09,25.9507,86.3859,5.3466,182.6996,ginger
84.11,45.5,97.38,29.049,95.2792,5.1492,180.4553,ginger
81.27,57.11,82.72,26.6379,93.7151,5.724,187.7201,ginger
63.72,63.59,91.42,28.6664,88.7499,5.858,164.1906,ginger
72.89,61.51,84.55,30.2553,96.7824,5.7342,190.5543,ginger
92.78,53.05,87.69,26.2097,95.5265,5.5582,155.5657,ginger
70.66,48.05,103.78,24.4098,90.3907,5.6323,157.0756,ginger
80.64,64.28,101.99,27.8659,94.6953,5.2404,205.242,ginger
74.23,54.1,100.56,25.3594,85.3391,5.3445,171.1827,ginger
84.76,59.06,89.69,27.0012,94.4575,5.5021,185.1315,ginger
78.38,61.01,88.48,27.337,84.705,5.4032,176.9304,ginger
85.24,58.86,80.81,30.7144,92.642,5.5002,181.0198,ginger
83.06,53.48,99.42,27.6458,95.4463,4.9339,131.9054,ginger
76.88,59.42,109.49,26.0858,93.6921,5.8084,174.7736,ginger
62.17,56.19,105.65,28.2517,99.0,5.1248,168.2839,ginger
73.07,71.59,94.25,28.6303,88.033,4.7621,185.5195,ginger
70.35,61.49,97.95,29.4097,94.0437,5.2496,153.6773,ginger
70.29,77.97,95.98,25.1542,81.338,5.4245,189.4788,ginger
84.03,50.77,101.28,29.5818,89.4391,6.2062,146.2847,ginger
96.2,57.89,107.94,31.5723,90.4867,5.3289,159.8693,ginger
60.28,57.87,89.44,29.5372,99.0,5.5734,139.5907,ginger
67.95,54.56,89.74,29.901,91.8819,5.6122,148.55,ginger
81.86,57.54,91.7,26.1305,96.5655,4.9698,168.1251,ginger
77.97,56.64,93.74,30.3788,87.478,5.4632,192.6313,ginger
83.63,53.15,99.83,26.0478,90.3354,5.4074,168.6295,ginger
79.63,72.56,93.46,26.9225,87.8164,5.5293,144.889,ginger
90.54,59.42,87.17,26.0709,87.0309,5.6481,130.004,ginger
84.56,66.49,87.28,25.8376,87.3738,5.7978,180.1248,ginger
87.02,66.93,84.6,26.9895,88.9303,5.2002,156.167,ginger
88.14,70.0,93.14,24.6925,99.0,5.6691,158.5733,ginger
70.46,53.12,102.27,25.6257,91.7075,5.245,187.3797,ginger
84.7,68.86,97.36,25.0548,85.2361,5.1814,165.5721,ginger
85.14,59.48,98.51,30.0684,89.3786,6.1134,162.6245,ginger
77.27,74.25,85.33,30.2401,97.0827,4.8654,170.908,ginger
77.22,63.67,84.62,32.0907,88.4914,5.3192,194.6751,ginger
77.44,51.93,95.43,26.8662,99.0,5.5778,172.5722,ginger
72.96,68.8,103.97,27.0589,97.1482,5.2902,129.1326,ginger
68.96,68.11,100.76,28.5429,91.0283,5.5526,153.2768,ginger
97.16,50.96,88.61,24.4472,88.7201,5.03,162.8788,ginger
88.64,65.21,112.33,25.0431,87.246,4.8542,183.5419,ginger
80.21,71.22,77.76,23.8057,92.962,5.194,145.6331,ginger
68.26,63.35,94.23,28.6736,94.0749,5.5532,170.679,ginger
84.37,53.18,94.82,25.2778,98.7001,5.44,166.527,ginger
77.09,67.07,92.33,29.0033,93.784,5.7227,186.2976,ginger
78.75,64.66,98.21,26.0764,90.2381,5.0014,150.0553,ginger
97.98,58.38,92.38,27.0075,98.8718,5.2985,171.0111,ginger
95.18,56.78,82.04,26.6577,96.0963,5.4748,195.596,ginger
61.08,64.63,93.29,27.3807,88.5617,5.1609,184.181,ginger
82.92,53.63,95.32,26.022,91.5845,5.5483,178.7871,ginger
81.32,61.41,101.29,29.0794,95.3023,5.4016,162.4102,ginger
51.06,33.21,71.05,20.4181,89.1332,5.0079,131.4193,cardamom
49.21,56.09,64.99,18.9678,70.714,5.2459,158.7611,cardamom
56.0,47.32,56.51,19.4223,76.798,5.9674,147.8201,cardamom
53.69,43.85,65.26,19.3305,99.0,5.6735,173.0612,cardamom
45.61,36.09,57.34,20.7843,81.972,5.4559,182.4205,cardamom
62.22,48.67,58.84,19.9365,76.0132,5.1613,167.8623,cardamom
58.43,46.17,61.42,19.9864,77.7276,5.5964,188.3358,cardamom
43.93,39.25,58.41,23.0818,78.2575,5.5648,156.3848,cardamom
47.59,47.62,56.09,22.2874,88.6896,5.6597,146.9783,cardamom
48.89,47.32,74.85,18.4376,82.6294,6.3765,178.8472,cardamom
55.71,41.92,50.79,20.594,76.449,5.6729,185.5565,cardamom
44.34,31.97,59.86,18.4485,65.2678,5.2571,169.5817,cardamom
45.32,32.85,62.49,21.2054,71.9131,5.0152,195.333,cardamom
56.15,28.91,72.6,23.8584,77.4205,5.3042,175.6258,cardamom
53.91,49.27,66.06,19.2879,76.0928,5.3401,173.9653,cardamom
36.36,29.77,62.03,21.5812,84.671,5.7901,161.5452,cardamom
54.6,40.24,58.81,23.2271,75.3805,5.2836,148.4523,cardamom
39.68,28.86,72.03,19.7275,82.8707,5.1528,163.9994,cardamom
45.56,51.79,58.35,20.9886,66.6955,5.6883,191.7135,cardamom
47.45,31.86,65.48,23.4297,73.3286,5.2834,170.8638,cardamom
46.72,42.26,62.81,18.1279,81.8628,5.7018,162.1317,cardamom
45.45,29.02,67.36,17.9266,91.471,5.2039,154.425,cardamom
42.74,46.1,75.0,17.5115,76.0059,5.3348,176.0819,cardamom
53.59,47.59,68.94,21.5099,82.8015,5.2963,151.125,cardamom
38.71,40.12,63.1,17.9737,86.353,5.644,173.3545,cardamom
46.28,39.54,75.73,21.1197,83.6724,5.4496,161.0822,cardamom
55.54,45.68,75.06,22.7192,82.2379,5.0724,164.0901,cardamom
52.78,35.73,71.98,18.6762,74.5223,5.0431,177.6318,cardamom
40.31,47.62,65.97,18.4758,87.6364,5.3894,153.751,cardamom
36.49,42.08,58.6,21.3398,67.7738,5.0046,168.098,cardamom
42.38,28.99,47.44,20.0957,68.1314,5.355,145.092,cardamom
34.75,52.93,65.48,15.2742,90.0718,5.5897,166.3041,cardamom
50.64,41.29,69.42,23.0638,79.5313,5.0861,175.4549,cardamom
46.78,37.63,54.64,21.104,68.3341,5.7969,179.871,cardamom
47.32,41.16,66.91,19.2393,66.9647,5.9843,185.0139,cardamom
53.57,34.97,60.88,19.1583,66.6695,5.8792,177.8786,cardamom
56.12,38.93,67.57,21.4005,91.2405,5.7341,161.8982,cardamom
51.67,45.53,59.68,19.9102,76.4313,5.6476,140.8443,cardamom
48.44,44.81,58.92,20.1145,73.3789,5.584,182.8599,cardamom
45.08,44.34,63.57,20.3014,88.4015,5.6295,160.131,cardamom
47.54,35.79,55.77,18.3619,78.7589,5.2883,146.3008,cardamom
51.45,33.97,70.73,19.2785,74.708,5.4912,196.0734,cardamom
56.48,42.72,64.14,19.6233,84.4261,5.552,167.0917,cardamom
40.27,45.4,55.99,18.4787,81.184,5.7244,175.3346,cardamom
42.1,34.87,59.69,20.5494,81.2032,4.9435,171.4217,cardamom
49.96,38.41,68.13,20.9687,75.1085,5.5739,167.7838,cardamom
35.22,42.75,61.89,23.373,70.7326,5.8717,162.1947,cardamom
52.0,39.33,68.97,18.4781,69.9267,5.2891,159.2432,cardamom
57.4,48.1,57.03,21.7809,77.7204,5.4617,201.3823,cardamom
66.51,30.84,62.04,22.8499,77.0527,4.8478,146.1361,cardamom
50.57,29.83,63.49,21.8992,80.3797,5.5232,161.5044,cardamom
56.02,47.67,79.59,19.0039,74.0263,4.979,154.6459,cardamom
50.15,44.32,58.9,19.3815,85.9621,5.3063,175.7671,cardamom
61.34,40.63,68.39,23.0359,67.7212,5.4829,161.7903,cardamom
47.04,37.66,67.3,19.627,79.9263,5.2876,160.5154,cardamom
52.31,43.29,76.23,19.9397,70.6336,5.4426,177.6266,cardamom
54.23,41.32,73.52,19.0266,75.2978,5.6307,197.0268,cardamom
52.72,42.1,60.76,21.5476,70.5548,5.4866,155.5438,cardamom
44.6,39.53,56.65,15.0784,74.4265,5.5494,144.73,cardamom
40.38,43.75,54.09,18.38,69.508,4.8456,168.9381,cardamom
57.15,46.43,65.65,18.0402,69.9942,5.4448,180.5642,cardamom
51.76,46.33,71.1,23.1768,83.7464,4.7229,164.7705,cardamom
50.53,43.2,72.01,20.4644,67.274,5.3614,177.4933,cardamom
56.24,39.97,62.17,19.5965,81.5497,6.1444,159.7762,cardamom
55.92,43.11,64.31,19.592,82.9628,5.8278,203.8781,cardamom
52.51,48.37,73.98,17.2369,82.1129,5.0003,177.214,cardamom
54.45,38.92,58.66,22.7124,76.8136,5.3099,160.733,cardamom
46.32,38.09,46.67,19.2973,69.3554,5.4384,156.7196,cardamom
53.74,43.46,72.07,21.1862,66.1835,5.6773,172.0556,cardamom
39.01,45.17,55.88,18.687,68.7395,5.7977,178.107,cardamom
50.14,39.3,61.97,19.8801,68.7833,6.0703,148.3852,cardamom
55.23,43.15,67.2,18.1623,78.925,5.1659,168.1668,cardamom
44.97,34.12,60.76,19.5039,67.0913,5.5763,179.143,cardamom
51.0,39.92,71.56,22.0816,75.5529,4.8829,173.0063,cardamom
52.11,50.87,82.7,20.2116,77.2812,5.6434,177.3588,cardamom
43.77,44.25,58.35,20.7482,74.8785,5.6724,190.3638,cardamom
57.9,35.47,64.94,20.1253,75.1062,5.507,121.3592,cardamom
52.24,36.41,64.03,23.2623,85.9346,5.7288,171.2762,cardamom
38.27,31.3,66.19,18.3669,80.498,5.1986,132.729,cardamom
50.63,51.36,59.78,19.7238,81.9213,5.0382,167.3241,cardamom
60.18,33.04,59.45,20.3758,74.3987,5.1673,187.4865,cardamom
49.97,22.3,59.61,18.0081,82.4917,5.6295,166.0711,cardamom
45.45,30.15,60.77,20.2529,79.1259,5.9587,153.9835,cardamom
46.19,40.37,60.88,20.0593,78.4712,5.1995,180.3836,cardamom
48.88,34.98,46.46,20.2278,74.2604,5.2608,170.0977,cardamom
41.51,40.91,64.62,20.2366,78.6576,5.5403,170.8364,cardamom
59.82,42.39,61.89,18.6568,91.7582,6.7062,200.3613,cardamom
56.47,35.63,58.97,16.7509,81.225,5.3433,145.3947,cardamom
57.54,33.56,64.65,20.3662,88.9638,5.8374,158.4546,cardamom
39.48,46.38,63.96,18.2132,63.7914,5.4375,173.6417,cardamom
50.9,42.09,61.22,19.8151,77.5061,5.3109,186.285,cardamom
57.55,21.27,64.06,18.5031,82.7468,5.0347,153.593,cardamom
43.37,29.24,59.93,17.0385,79.7068,5.3936,161.8371,cardamom
49.49,27.45,55.82,20.7213,80.6051,5.7972,166.973,cardamom
42.3,38.88,77.73,21.4007,74.2788,5.1956,165.7179,cardamom
55.84,41.42,60.53,22.2066,85.4791,5.5337,178.4621,cardamom
48.5,38.8,65.86,19.1059,65.7946,5.2012,167.2477,cardamom
49.35,35.6,82.18,20.0794,75.9528,5.3538,177.7438,cardamom
42.1,47.15,61.1,20.6812,77.8694,4.9699,149.9567,cardamom
60.84,42.24,67.22,22.0424,72.9903,6.3114,170.1698,cardamom
50.36,33.62,80.29,16.4999,77.1956,5.6073,168.5186,cardamom
55.54,34.07,52.45,17.0626,63.2468,5.3857,180.6552,cardamom
52.69,34.66,73.34,22.7766,67.9252,5.9518,205.7971,cardamom
43.64,37.57,65.55,16.6299,85.8917,5.4683,182.3443,cardamom
38.51,40.25,60.46,21.8347,78.7039,5.6607,157.4469,cardamom
48.66,42.89,64.34,22.662,74.3484,6.0469,177.499,cardamom
57.75,34.24,61.47,21.6068,83.8583,6.0158,167.2473,cardamom
36.21,30.51,75.03,17.9936,86.7103,5.0998,162.9195,cardamom
63.64,42.75,63.89,18.2164,89.6681,5.5044,160.0669,cardamom
55.84,45.8,68.88,19.8848,63.7913,5.947,159.2703,cardamom
51.33,51.97,60.3,23.503,86.6801,5.1215,150.8341,cardamom
49.19,42.83,66.05,23.4868,68.8732,5.4098,148.5681,cardamom
56.01,34.89,61.32,20.5979,79.1116,5.397,177.8255,cardamom
41.46,44.27,54.06,16.8112,81.2793,5.6754,162.6558,cardamom
53.1,38.94,73.16,20.3246,88.2621,5.7809,170.731,cardamom
52.16,30.58,66.44,19.5845,80.285,5.9025,154.9529,cardamom
62.57,39.66,69.4,20.0455,78.9529,5.5289,176.6859,cardamom
47.44,41.98,58.9,16.6871,71.1354,5.1357,157.4452,cardamom
50.31,50.04,72.29,20.4877,65.1864,5.3759,147.9168,cardamom
49.53,40.5,67.27,16.9934,70.9528,5.1298,191.5218,cardamom
46.38,34.29,65.05,14.94,86.8462,5.2613,171.1162,cardamom
60.35,26.79,71.2,20.4488,77.2297,5.7481,163.3167,cardamom
43.18,31.4,61.7,23.8373,88.6287,4.9977,165.1175,cardamom
39.38,33.21,73.06,18.3287,71.978,5.3065,162.6115,cardamom
51.71,51.66,59.36,19.0544,82.4976,5.8118,175.3986,cardamom
44.93,38.66,64.23,21.7915,78.1743,5.7396,144.7886,cardamom
51.78,39.37,57.44,22.3253,86.0668,5.2192,140.9217,cardamom
54.43,47.71,55.96,20.211,75.4368,5.1851,169.6883,cardamom
51.02,44.22,60.74,18.5832,76.1075,6.0514,141.862,cardamom
50.17,38.17,62.87,22.6522,85.5198,5.6312,139.401,cardamom
35.57,48.03,67.86,17.5395,62.3726,5.2155,181.5442,cardamom
53.92,35.21,59.5,18.9577,75.9981,5.4856,170.5018,cardamom
51.37,41.99,68.11,21.1766,65.3725,5.8803,170.7042,cardamom
63.12,31.21,61.76,16.8626,76.7938,5.1871,151.2176,cardamom
57.96,41.82,60.54,20.7767,74.0572,5.1798,188.8524,cardamom
39.63,47.12,68.41,22.2772,81.2157,5.5772,183.0893,cardamom
57.42,46.1,60.19,23.3531,80.2635,5.0267,147.6131,cardamom
40.9,46.32,76.78,19.2199,75.0008,5.2644,166.3687,cardamom
55.84,60.21,67.03,19.1197,70.2679,5.3477,161.8559,cardamom
60.18,38.13,54.43,21.4299,77.5483,4.5701,167.3304,cardamom
63.07,33.67,63.17,18.7644,86.1353,5.5291,184.315,cardamom
47.23,43.19,59.47,19.3825,70.1381,5.7144,162.2867,cardamom
54.94,33.84,52.51,20.6442,66.4772,6.1826,182.7559,cardamom
